50
-1	55	34	24	74	97	96	89	77	30	48	75	40	8	48	91	67	43	88	90	70	53	49	8	69	51	95	47	98	20	70	53	14	48	94	37	26	52	98	93	35	100	29	64	12	21	68	2	35	44	
55	-1	80	80	50	94	32	51	95	90	85	93	10	88	44	19	6	75	55	90	19	34	20	33	99	17	18	93	54	55	22	77	30	39	33	53	46	55	2	62	82	4	79	56	73	25	15	50	66	68	
34	80	-1	2	45	77	54	21	92	76	11	63	19	23	89	20	67	24	72	44	44	11	14	51	16	87	47	84	79	17	63	47	12	29	15	75	11	38	22	28	43	6	21	96	37	22	73	47	14	82	
24	80	2	-1	67	29	98	36	80	43	49	29	50	58	79	52	31	75	22	92	13	66	67	88	81	6	85	89	39	32	85	35	18	55	18	67	64	24	98	93	61	77	54	88	29	11	79	34	91	73	
74	50	45	67	-1	26	82	44	55	70	18	39	91	3	54	73	12	72	86	36	36	100	36	56	84	70	34	98	91	83	8	16	76	76	93	5	79	92	51	73	73	79	37	68	86	76	24	44	61	16	
97	94	77	29	26	-1	16	71	14	8	3	45	18	79	20	65	55	39	26	24	37	10	75	99	38	80	15	81	73	99	28	76	33	9	84	90	20	77	40	67	52	13	50	21	54	31	58	100	14	55	
96	32	54	98	82	16	-1	73	15	98	24	100	67	98	37	83	94	27	5	87	99	74	26	44	64	24	19	19	64	16	44	85	86	8	6	100	5	11	87	10	34	51	38	2	99	43	71	94	26	59	
89	51	21	36	44	71	73	-1	82	86	41	58	10	14	70	88	48	92	6	8	84	74	26	48	91	7	54	96	45	91	9	3	82	59	53	92	47	12	35	81	86	46	6	69	70	30	93	83	15	75	
77	95	92	80	55	14	15	82	-1	97	65	78	15	43	62	83	53	14	55	68	66	81	56	85	63	52	70	53	33	31	56	84	30	62	59	37	86	31	98	2	32	9	30	57	100	19	89	82	61	53	
30	90	76	43	70	8	98	86	97	-1	9	46	15	76	24	26	44	83	69	32	14	73	69	13	10	10	52	68	44	70	13	42	36	51	49	14	15	21	58	31	56	2	82	100	72	68	44	83	84	68	
48	85	11	49	18	3	24	41	65	9	-1	21	89	3	1	92	20	43	48	7	6	24	40	20	34	38	21	100	97	74	65	17	78	52	63	70	1	43	80	71	48	74	26	22	83	46	34	81	26	24	
75	93	63	29	39	45	100	58	78	46	21	-1	41	53	24	4	55	39	22	34	57	4	77	20	79	98	16	32	67	69	18	56	83	83	50	15	77	44	99	49	82	12	90	98	90	90	14	62	46	37	
40	10	19	50	91	18	67	10	15	15	89	41	-1	24	33	93	13	14	58	43	57	77	29	10	14	6	97	31	42	93	22	69	90	76	15	64	17	49	15	53	54	95	38	88	71	30	22	99	19	66	
8	88	23	58	3	79	98	14	43	76	3	53	24	-1	87	85	97	96	86	88	74	10	56	63	97	88	51	54	5	47	73	48	11	43	9	64	16	43	26	79	17	4	29	69	82	75	31	17	15	22	
48	44	89	79	54	20	37	70	62	24	1	24	33	87	-1	23	30	93	69	44	27	84	51	6	81	33	36	45	86	99	23	91	46	86	56	92	62	3	51	31	73	97	73	82	99	87	6	8	62	11	
91	19	20	52	73	65	83	88	83	26	92	4	93	85	23	-1	76	70	26	59	80	4	96	90	86	22	15	1	45	50	63	42	23	55	93	45	18	15	6	1	21	89	3	49	9	50	45	76	19	69	
67	6	67	31	12	55	94	48	53	44	20	55	13	97	30	76	-1	10	61	36	36	80	59	70	13	81	61	7	17	70	65	27	100	16	10	27	13	64	94	66	95	57	17	99	72	3	71	5	5	47	
43	75	24	75	72	39	27	92	14	83	43	39	14	96	93	70	10	-1	88	62	38	13	30	15	64	17	42	78	4	61	39	38	69	19	19	67	1	43	84	49	8	66	66	51	74	93	50	66	38	47	
88	55	72	22	86	26	5	6	55	69	48	22	58	86	69	26	61	88	-1	86	4	95	4	93	6	42	72	58	41	36	59	20	84	73	10	17	76	36	2	79	2	61	84	86	45	1	73	99	28	89	
90	90	44	92	36	24	87	8	68	32	7	34	43	88	44	59	36	62	86	-1	43	24	18	66	99	9	50	47	8	79	10	75	52	63	18	77	41	61	30	81	35	58	8	85	85	91	7	44	97	47	
