50
-1	21	13	41	80	40	57	75	5	69	45	93	86	47	46	51	47	60	50	14	7	56	4	1	74	31	26	21	67	26	17	30	54	44	20	74	17	21	56	28	51	50	7	13	9	41	28	70	20	48	
21	-1	93	19	22	97	62	57	72	97	46	74	25	26	90	53	1	9	22	92	33	48	91	38	36	18	98	28	29	88	59	39	27	24	83	95	9	89	75	55	87	30	9	81	60	78	73	95	7	76	
13	93	-1	66	42	3	22	25	38	86	23	85	18	57	76	39	89	77	27	72	84	42	31	4	74	35	44	74	95	69	92	9	85	50	56	73	52	69	43	47	54	41	71	81	41	39	93	25	9	92	
41	19	66	-1	12	51	70	94	93	65	91	78	69	39	82	46	38	67	74	31	14	74	95	38	82	100	48	87	87	1	71	86	99	97	49	77	86	85	43	42	81	65	9	97	22	8	52	85	29	39	
80	22	42	12	-1	78	63	39	2	21	82	81	89	100	65	15	6	23	74	21	26	56	89	46	13	49	52	36	1	60	56	75	58	97	76	45	8	74	72	33	69	29	73	82	38	25	27	51	27	94	
40	97	3	51	78	-1	11	29	73	2	94	72	15	4	34	5	28	4	99	51	13	11	81	70	14	33	40	53	58	56	47	34	66	63	9	14	5	18	74	21	89	24	82	68	81	2	55	38	59	30	
57	62	22	70	63	11	-1	87	64	28	44	87	91	54	87	57	46	25	88	9	21	46	50	64	42	19	17	33	38	19	85	84	85	69	85	50	85	98	53	94	72	8	51	85	97	52	97	1	10	3	
75	57	25	94	39	29	87	-1	56	57	27	9	15	58	89	58	51	61	19	62	77	51	1	83	41	21	67	36	85	14	96	24	33	65	84	15	86	95	95	100	32	28	12	44	85	41	68	50	27	98	
5	72	38	93	2	73	64	56	-1	78	75	52	85	74	32	64	3	44	58	67	85	72	93	1	78	80	84	70	47	70	91	73	55	31	98	12	43	6	30	29	45	29	74	59	97	53	100	32	92	76	
69	97	86	65	21	2	28	57	78	-1	39	62	33	88	70	47	12	17	82	29	13	63	33	42	100	85	8	45	46	21	7	89	72	89	62	73	87	37	42	96	88	95	11	70	60	55	20	8	51	67	
