50
-1	25	53	99	47	96	68	56	28	58	67	38	36	37	68	29	41	14	9	45	33	54	100	3	93	69	95	78	37	2	60	24	61	3	3	74	96	75	64	57	58	97	26	19	15	32	52	18	94	3	
25	-1	56	70	51	68	33	85	57	96	25	42	47	61	46	30	5	2	92	91	46	1	100	30	11	46	32	32	50	72	58	71	100	38	81	42	71	88	38	34	61	74	24	66	41	80	82	49	79	18	
53	56	-1	92	55	78	22	60	42	31	60	78	22	1	41	55	18	43	59	58	4	85	99	55	54	19	52	100	87	3	32	77	22	49	69	40	49	27	25	9	32	65	17	54	79	43	66	54	46	10	
99	70	92	-1	61	87	83	5	93	5	49	48	74	89	87	68	32	46	55	56	97	67	76	83	3	85	34	3	53	7	16	73	48	11	78	26	1	94	89	26	33	15	19	100	35	20	36	29	33	86	
47	51	55	61	-1	53	39	70	61	18	52	92	43	51	95	97	49	58	44	62	27	4	83	90	1	45	2	92	29	33	66	92	20	48	62	99	35	88	12	45	47	10	95	35	12	47	2	65	21	75	
96	68	78	87	53	-1	89	89	48	43	77	65	27	26	35	17	32	89	71	25	73	89	95	29	79	97	21	69	68	64	92	48	34	89	84	32	22	29	67	52	33	15	8	85	49	54	82	61	23	21	
68	33	22	83	39	89	-1	48	36	64	73	79	68	14	82	51	16	36	11	11	88	64	43	72	63	80	87	53	48	15	40	12	67	74	68	54	83	42	23	59	20	100	30	84	99	82	77	90	47	87	
56	85	60	5	70	89	48	-1	65	72	55	99	4	100	13	87	72	42	81	76	34	28	86	38	88	49	88	46	61	40	27	85	71	32	79	1	84	62	48	54	21	14	52	14	37	6	31	28	86	19	
28	57	42	93	61	48	36	65	-1	26	39	81	97	7	1	18	81	16	98	29	33	34	19	24	64	7	71	1	27	63	32	56	99	24	33	68	31	20	83	16	84	72	77	29	67	54	24	74	55	82	
58	96	31	5	18	43	64	72	26	-1	10	57	76	72	31	32	44	20	98	95	48	96	74	28	5	26	52	58	83	41	26	62	93	10	68	26	50	70	58	93	27	78	3	68	51	66	40	21	20	34	
67	25	60	49	52	77	73	55	39	10	-1	4	93	26	34	31	14	96	51	52	99	9	46	59	40	21	5	6	53	34	96	84	21	5	2	76	58	4	27	67	98	59	64	20	61	29	29	79	70	94	
38	42	78	48	92	65	79	99	81	57	4	-1	67	20	52	27	10	81	50	30	64	31	20	70	55	76	59	85	55	73	14	52	96	19	55	18	75	91	26	33	86	94	5	38	81	56	39	23	34	85	
36	47	22	74	43	27	68	4	97	76	93	67	-1	72	34	36	21	40	19	36	40	55	50	52	19	30	18	100	4	29	37	66	4	48	78	37	9	73	19	9	73	49	18	41	21	38	2	9	6	58	
37	61	1	89	51	26	14	100	7	72	26	20	72	-1	73	46	40	6	1	11	80	93	60	24	58	42	44	46	23	23	11	33	19	43	82	9	26	7	72	80	75	92	54	10	58	81	32	18	3	22	
68	46	41	87	95	35	82	13	1	31	34	52	34	73	-1	94	92	3	59	36	80	42	63	87	30	28	39	13	23	48	72	59	74	83	64	81	86	91	63	97	11	59	84	28	43	48	33	37	96	77	
29	30	55	68	97	17	51	87	18	32	31	27	36	46	94	-1	49	79	31	15	80	66	43	76	24	4	38	17	27	34	11	93	75	76	92	4	61	93	54	71	41	64	67	94	14	58	63	4	81	21	
41	5	18	32	49	32	16	72	81	44	14	10	21	40	92	49	-1	6	61	94	100	80	98	67	40	7	37	59	46	97	43	58	27	82	14	79	88	88	2	59	82	95	82	24	36	76	31	72	66	16	
14	2	43	46	58	89	36	42	16	20	96	81	40	6	3	79	6	-1	29	87	98	46	43	22	45	13	16	70	53	51	5	32	4	99	17	26	15	8	66	9	24	57	22	73	8	88	82	42	21	34	
9	92	59	55	44	71	11	81	98	98	51	50	19	1	59	31	61	29	-1	58	61	20	21	29	10	46	29	59	7	65	99	92	13	16	79	2	24	62	44	29	61	3	5	78	84	95	98	62	40	96	
45	91	58	56	62	25	11	76	29	95	52	30	36	11	36	15	94	87	58	-1	91	20	62	46	88	30	88	9	55	28	69	79	41	94	48	75	11	52	15	1	68	30	86	2	14	12	61	34	75	18	
33	46	4	97	27	73	88	34	33	48	99	64	40	80	80	80	100	98	61	91	-1	12	1	72	48	24	7	8	90	70	68	10	18	70	79	50	86	23	92	47	47	18	91	93	22	84	7	21	82	28	
54	1	85	67	4	89	64	28	34	96	9	31	55	93	42	66	80	46	20	20	12	-1	56	30	74	76	89	57	65	90	57	80	31	46	28	74	82	5	68	74	77	81	89	90	59	72	13	75	36	91	
100	100	99	76	83	95	43	86	19	74	46	20	50	60	63	43	98	43	21	62	1	56	-1	8	14	71	21	72	48	35	42	76	77	59	23	2	45	27	62	61	53	70	54	4	36	65	3	16	5	93	
3	30	55	83	90	29	72	38	24	28	59	70	52	24	87	76	67	22	29	46	72	30	8	-1	31	32	73	44	7	62	44	28	60	49	20	84	24	85	61	15	1	67	86	90	36	78	36	57	77	29	
93	11	54	3	1	79	63	88	64	5	40	55	19	58	30	24	40	45	10	88	48	74	14	31	-1	97	17	67	66	12	9	62	65	55	34	28	65	47	91	13	40	48	81	32	42	88	76	83	32	24	
69	46	19	85	45	97	80	49	7	26	21	76	30	42	28	4	7	13	46	30	24	76	71	32	97	-1	78	82	29	78	84	51	40	61	85	82	31	22	33	17	87	99	7	23	17	56	98	32	85	69	
95	32	52	34	2	21	87	88	71	52	5	59	18	44	39	38	37	16	29	88	7	89	21	73	17	78	-1	63	44	41	67	78	13	29	55	29	50	92	53	81	66	53	70	30	60	74	3	51	96	89	
78	32	100	3	92	69	53	46	1	58	6	85	100	46	13	17	59	70	59	9	8	57	72	44	67	82	63	-1	18	34	18	18	23	13	81	8	65	81	67	15	93	25	79	73	14	58	83	24	25	78	
37	50	87	53	29	68	48	61	27	83	53	55	4	23	23	27	46	53	7	55	90	65	48	7	66	29	44	18	-1	63	35	11	55	74	97	16	10	47	14	7	39	10	71	59	27	77	24	24	63	77	
2	72	3	7	33	64	15	40	63	41	34	73	29	23	48	34	97	51	65	28	70	90	35	62	12	78	41	34	63	-1	64	23	10	25	5	82	58	93	13	19	99	34	44	6	81	66	34	77	87	2	
60	58	32	16	66	92	40	27	32	26	96	14	37	11	72	11	43	5	99	69	68	57	42	44	9	84	67	18	35	64	-1	95	92	55	28	21	33	60	50	31	41	13	46	60	100	56	3	17	6	68	
24	71	77	73	92	48	12	85	56	62	84	52	66	33	59	93	58	32	92	79	10	80	76	28	62	51	78	18	11	23	95	-1	60	18	15	26	16	54	56	98	9	58	57	84	73	84	81	57	30	76	
61	100	22	48	20	34	67	71	99	93	21	96	4	19	74	75	27	4	13	41	18	31	77	60	65	40	13	23	55	10	92	60	-1	37	28	81	47	85	52	82	42	29	48	53	85	47	4	24	37	16	
3	38	49	11	48	89	74	32	24	10	5	19	48	43	83	76	82	99	16	94	70	46	59	49	55	61	29	13	74	25	55	18	37	-1	73	31	62	32	16	40	45	25	67	93	17	51	1	78	84	54	
3	81	69	78	62	84	68	79	33	68	2	55	78	82	64	92	14	17	79	48	79	28	23	20	34	85	55	81	97	5	28	15	28	73	-1	8	99	77	100	7	21	56	34	32	96	41	4	58	29	68	
74	42	40	26	99	32	54	1	68	26	76	18	37	9	81	4	79	26	2	75	50	74	2	84	28	82	29	8	16	82	21	26	81	31	8	-1	51	80	81	48	82	19	66	75	65	32	36	18	90	88	
96	71	49	1	35	22	83	84	31	50	58	75	9	26	86	61	88	15	24	11	86	82	45	24	65	31	50	65	10	58	33	16	47	62	99	51	-1	94	97	56	3	14	13	69	51	35	48	98	83	98	
75	88	27	94	88	29	42	62	20	70	4	91	73	7	91	93	88	8	62	52	23	5	27	85	47	22	92	81	47	93	60	54	85	32	77	80	94	-1	69	82	39	15	44	39	49	52	80	28	69	54	
64	38	25	89	12	67	23	48	83	58	27	26	19	72	63	54	2	66	44	15	92	68	62	61	91	33	53	67	14	13	50	56	52	16	100	81	97	69	-1	95	91	30	63	98	89	29	4	34	8	13	
57	34	9	26	45	52	59	54	16	93	67	33	9	80	97	71	59	9	29	1	47	74	61	15	13	17	81	15	7	19	31	98	82	40	7	48	56	82	95	-1	20	98	16	71	92	3	98	2	80	4	
58	61	32	33	47	33	20	21	84	27	98	86	73	75	11	41	82	24	61	68	47	77	53	1	40	87	66	93	39	99	41	9	42	45	21	82	3	39	91	20	-1	96	30	90	73	21	10	14	13	96	
97	74	65	15	10	15	100	14	72	78	59	94	49	92	59	64	95	57	3	30	18	81	70	67	48	99	53	25	10	34	13	58	29	25	56	19	14	15	30	98	96	-1	76	42	91	74	13	19	22	17	
26	24	17	19	95	8	30	52	77	3	64	5	18	54	84	67	82	22	5	86	91	89	54	86	81	7	70	79	71	44	46	57	48	67	34	66	13	44	63	16	30	76	-1	12	63	85	98	67	92	34	
19	66	54	100	35	85	84	14	29	68	20	38	41	10	28	94	24	73	78	2	93	90	4	90	32	23	30	73	59	6	60	84	53	93	32	75	69	39	98	71	90	42	12	-1	7	95	28	72	29	87	
15	41	79	35	12	49	99	37	67	51	61	81	21	58	43	14	36	8	84	14	22	59	36	36	42	17	60	14	27	81	100	73	85	17	96	65	51	49	89	92	73	91	63	7	-1	43	71	67	60	91	
32	80	43	20	47	54	82	6	54	66	29	56	38	81	48	58	76	88	95	12	84	72	65	78	88	56	74	58	77	66	56	84	47	51	41	32	35	52	29	3	21	74	85	95	43	-1	63	32	55	82	
52	82	66	36	2	82	77	31	24	40	29	39	2	32	33	63	31	82	98	61	7	13	3	36	76	98	3	83	24	34	3	81	4	1	4	36	48	80	4	98	10	13	98	28	71	63	-1	89	54	23	
18	49	54	29	65	61	90	28	74	21	79	23	9	18	37	4	72	42	62	34	21	75	16	57	83	32	51	24	24	77	17	57	24	78	58	18	98	28	34	2	14	19	67	72	67	32	89	-1	29	17	
94	79	46	33	21	23	47	86	55	20	70	34	6	3	96	81	66	21	40	75	82	36	5	77	32	85	96	25	63	87	6	30	37	84	29	90	83	69	8	80	13	22	92	29	60	55	54	29	-1	72	
3	18	10	86	75	21	87	19	82	34	94	85	58	22	77	21	16	34	96	18	28	91	93	29	24	69	89	78	77	2	68	76	16	54	68	88	98	54	13	4	96	17	34	87	91	82	23	17	72	-1	
