50
-1	87	93	59	91	72	21	39	64	94	87	29	100	99	33	19	18	61	59	8	93	17	42	81	85	82	36	90	80	94	29	77	91	63	10	39	6	74	2	57	56	72	51	58	48	78	2	20	39	51	
5	-1	72	63	32	60	38	15	23	38	84	52	46	93	33	19	58	92	17	93	47	88	8	47	47	89	8	94	83	23	95	17	25	76	23	20	34	40	20	9	29	18	51	9	21	24	80	42	24	43	
83	22	-1	68	8	98	2	74	54	19	12	73	35	19	54	68	96	82	68	100	89	25	91	48	1	15	79	25	59	33	34	20	9	16	2	37	48	85	41	22	73	27	83	37	2	50	4	11	100	63	
50	89	79	-1	39	9	27	86	61	25	58	29	88	28	46	16	100	77	45	30	7	40	27	22	67	90	14	57	59	39	91	72	47	47	90	7	88	62	31	21	75	16	10	26	93	8	43	35	15	26	
77	29	22	54	-1	4	17	45	19	9	54	70	57	19	100	83	7	79	32	54	4	55	63	43	56	22	71	44	41	59	79	77	3	68	54	33	100	73	59	24	24	10	12	51	33	13	93	17	50	59	
42	100	5	44	83	-1	79	53	100	46	21	21	81	74	98	94	19	40	60	75	95	19	9	66	68	76	22	70	65	61	95	63	86	53	34	26	77	25	69	50	40	30	48	22	74	27	54	56	14	15	
2	97	38	54	94	73	-1	19	56	87	53	8	3	28	40	46	10	51	11	43	86	60	61	22	24	5	41	37	51	57	49	32	40	81	38	45	58	44	77	28	19	94	22	14	20	24	75	8	84	93	
60	6	33	32	68	24	66	-1	48	26	51	44	52	36	9	65	28	60	33	78	59	46	83	97	44	69	66	98	94	33	7	76	51	24	1	14	64	60	77	47	85	48	32	41	77	51	2	73	59	37	
58	99	32	51	59	15	19	73	-1	17	96	12	82	29	13	65	8	72	57	2	57	71	59	41	29	3	94	41	96	31	5	38	2	83	19	57	33	93	60	16	68	62	55	17	94	50	51	92	36	73	
35	25	86	87	19	18	11	32	64	-1	17	44	99	99	14	39	48	85	64	36	76	81	16	4	70	58	17	8	75	10	34	20	57	95	73	45	28	38	74	87	93	26	11	71	39	86	81	88	98	49	
75	76	25	20	45	86	53	1	16	2	-1	64	35	12	56	95	66	90	64	54	24	43	9	95	96	93	21	74	94	16	37	53	80	52	1	80	15	85	74	26	24	18	58	32	33	30	64	25	87	84	
44	55	14	79	9	29	71	34	45	13	44	-1	16	97	4	20	49	66	72	34	26	44	13	80	92	57	88	40	5	79	59	74	60	93	37	3	80	43	88	26	33	61	96	51	19	66	88	96	24	29	
54	67	14	95	47	32	4	86	63	53	39	58	-1	54	23	24	19	100	83	68	50	43	45	28	23	46	95	54	26	44	73	64	80	41	8	4	76	100	21	91	71	46	31	46	77	38	43	81	97	37	
7	6	59	100	60	18	88	83	81	94	81	89	65	-1	25	52	66	4	36	27	19	33	86	70	16	94	92	68	10	49	36	13	60	90	42	18	11	12	3	20	49	44	94	89	78	95	91	40	24	36	
1	4	89	66	19	44	10	23	91	46	83	5	87	81	-1	76	40	40	59	66	56	11	82	73	76	93	57	8	100	82	86	64	75	37	51	6	64	55	29	24	61	74	81	72	20	40	22	45	61	12	
37	62	89	10	8	14	6	13	16	15	91	82	24	29	57	-1	31	63	68	45	91	57	73	12	16	95	70	13	93	95	57	22	22	58	73	54	92	68	49	81	57	47	78	28	39	100	16	78	19	26	
22	75	22	4	65	9	83	29	72	80	12	94	53	46	78	48	-1	75	39	21	3	53	49	41	86	82	47	5	56	17	31	86	74	14	34	75	41	69	79	14	47	51	66	64	13	36	58	8	20	24	
76	57	57	16	87	69	89	18	97	92	8	7	31	34	64	37	72	-1	44	50	41	10	69	65	55	22	76	21	64	5	20	74	78	10	93	9	26	93	89	31	87	69	49	42	27	63	76	72	18	59	
88	77	61	86	56	82	35	48	46	22	17	99	38	62	40	64	19	77	-1	25	70	1	6	96	3	18	12	36	33	48	93	30	6	31	74	99	88	99	87	19	53	37	20	4	48	3	23	16	2	28	
11	78	7	53	96	58	12	80	76	19	79	63	77	84	2	97	95	18	51	-1	2	56	9	59	9	59	21	85	1	82	23	73	9	36	43	26	41	70	28	59	12	28	51	33	15	58	1	46	42	99	
