50
-1	67	90	86	71	89	56	32	79	56	81	76	36	53	82	72	65	68	100	68	20	21	14	19	30	13	18	68	65	17	88	13	71	39	88	26	77	8	19	13	92	73	13	86	54	42	70	100	9	72	
93	-1	85	87	86	76	67	49	43	81	7	50	62	4	6	90	21	90	5	16	74	69	90	43	23	78	77	80	69	92	20	17	8	77	73	68	56	61	95	67	91	37	76	82	57	94	26	42	64	46	
65	29	-1	57	52	83	29	6	31	9	65	38	91	14	62	54	72	69	50	58	42	80	51	3	62	78	42	82	81	28	86	45	78	32	18	76	66	89	25	22	97	31	90	69	4	42	59	56	97	97	
14	72	79	-1	69	49	65	63	74	9	97	42	9	26	41	40	94	46	35	64	76	52	35	72	15	94	30	16	69	32	61	82	40	39	90	84	83	22	23	90	47	20	78	41	4	46	64	29	96	70	
50	86	51	73	-1	78	56	24	13	74	32	3	89	40	17	39	29	88	89	18	37	59	57	6	41	17	26	90	39	90	72	42	12	21	87	99	64	81	49	10	79	63	47	91	47	75	71	89	84	90	
9	45	78	20	85	-1	18	3	23	1	19	12	28	71	55	83	32	49	44	13	37	54	55	17	82	72	86	66	37	76	79	1	68	54	40	38	50	98	4	91	50	85	82	13	84	28	51	28	11	66	
80	53	11	48	89	14	-1	95	38	51	84	66	4	21	35	46	78	57	87	25	87	12	27	71	92	11	39	100	48	8	49	42	27	50	27	93	75	40	18	83	66	23	55	70	62	50	71	96	94	17	
76	25	82	13	54	75	12	-1	12	29	78	75	51	13	17	100	96	23	13	15	25	38	72	92	10	38	85	95	58	88	70	65	55	66	54	49	68	80	96	62	66	35	24	53	7	45	84	76	39	10	
25	52	15	81	8	44	63	9	-1	15	84	98	26	5	9	77	63	24	89	96	74	56	9	60	86	8	65	18	67	36	33	38	31	55	73	43	11	86	30	6	85	96	10	10	89	19	64	31	82	39	
74	6	99	54	43	87	89	32	96	-1	88	30	47	1	94	42	26	36	29	89	45	49	4	97	33	96	57	6	77	51	2	55	40	80	65	79	41	38	18	64	31	3	78	10	11	97	82	79	26	99	
52	38	79	87	97	54	88	97	96	36	-1	100	50	54	87	29	50	30	2	51	19	95	76	37	40	72	80	66	57	51	87	75	59	49	42	27	78	64	74	30	72	7	99	14	89	22	29	43	1	17	
17	63	70	34	63	50	71	77	43	38	4	-1	88	57	24	47	11	45	13	15	26	55	24	18	24	44	37	84	15	45	87	49	29	63	9	23	60	84	2	26	94	91	97	16	26	58	63	37	91	56	
41	73	74	73	68	67	46	46	64	70	84	44	-1	27	82	63	81	1	98	69	32	89	39	42	49	97	87	1	69	7	63	29	74	31	18	81	82	24	23	19	9	75	72	86	77	65	24	6	2	67	
2	100	21	7	16	70	3	9	66	56	50	73	70	-1	24	96	87	64	19	48	54	90	88	33	93	98	84	8	32	35	35	18	19	60	34	2	84	27	81	32	17	57	12	69	75	70	96	81	93	16	
71	47	20	75	52	47	100	44	87	46	91	46	49	85	-1	81	89	55	75	48	84	72	77	89	80	24	43	62	11	62	81	49	62	94	1	49	59	100	2	19	58	39	46	44	22	9	88	97	82	57	
53	91	1	59	76	9	11	29	95	14	77	90	8	75	46	-1	87	76	33	90	79	19	58	7	59	72	18	35	30	70	92	98	75	23	6	61	85	24	41	45	66	34	44	23	7	39	99	96	19	51	
27	52	62	9	73	49	75	69	41	57	18	72	36	72	51	86	-1	15	15	83	82	1	63	48	70	62	74	66	45	38	27	1	15	25	65	8	76	72	22	89	55	9	96	70	92	86	63	66	20	76	
20	76	36	53	33	30	33	46	90	43	90	54	8	22	35	14	88	-1	38	56	8	55	42	33	46	67	72	28	15	84	43	47	43	4	81	69	41	11	10	63	70	71	68	35	25	95	73	91	18	83	
96	78	83	95	17	12	12	84	4	72	5	99	46	39	38	59	33	90	-1	62	1	21	74	44	81	68	99	81	96	23	71	22	76	13	1	18	44	4	82	31	65	1	6	30	60	45	70	47	52	97	
37	90	66	9	96	74	91	21	34	64	71	44	80	44	72	14	9	82	88	-1	31	10	59	34	56	12	5	38	86	2	24	84	25	45	86	51	22	68	34	43	68	49	33	35	19	29	5	71	14	83	
25	68	39	40	20	81	53	65	97	59	53	2	84	96	60	6	27	92	87	75	-1	95	79	68	51	63	89	37	11	53	48	86	98	45	44	4	65	35	69	31	34	24	97	39	19	79	93	70	45	99	
41	1	12	61	12	74	72	12	21	93	28	41	45	25	90	92	28	13	84	54	93	-1	54	50	81	85	44	76	57	54	12	77	80	38	72	19	68	89	65	9	51	39	92	94	15	76	52	92	96	88	
91	46	35	58	79	41	84	38	75	77	66	94	70	82	21	43	43	17	52	68	6	84	-1	36	67	77	37	57	22	43	63	35	75	5	73	24	32	86	92	29	30	80	70	54	28	47	100	61	99	70	
68	13	67	88	84	3	21	1	91	45	2	1	23	75	62	96	35	75	23	42	85	60	47	-1	81	84	65	13	44	100	54	75	14	14	51	80	60	86	72	100	88	74	61	74	51	57	91	41	79	47	
2	74	44	67	37	3	39	54	79	37	45	78	35	55	11	75	98	100	30	32	79	89	5	45	-1	80	61	8	72	43	92	43	34	55	35	7	39	72	56	93	97	40	96	61	92	20	79	68	50	86	
30	25	25	8	96	24	77	77	58	45	8	39	47	84	67	13	52	40	71	21	59	17	7	56	18	-1	96	96	45	70	2	47	12	1	66	29	92	13	95	53	66	30	61	33	39	89	37	26	24	46	
43	22	60	11	31	23	4	2	7	69	90	42	4	86	70	52	96	69	77	19	35	65	18	13	41	76	-1	47	92	46	40	64	41	39	16	78	6	92	94	22	86	46	88	19	25	71	68	21	25	20	
32	64	80	43	22	41	10	32	24	87	46	65	12	44	96	72	38	81	14	32	18	52	8	84	55	48	4	-1	75	36	62	30	93	67	66	46	53	7	39	95	71	98	31	28	83	26	43	73	83	31	
23	100	58	98	32	45	22	72	5	15	27	46	47	47	100	16	9	58	9	48	20	14	82	40	32	1	35	42	-1	2	38	32	39	6	12	83	54	100	8	79	63	35	17	48	31	6	62	49	17	7	
