100
-1	64	97	35	63	82	92	88	15	100	91	43	13	4	11	27	73	49	6	69	46	94	80	71	78	16	48	35	52	76	22	23	20	5	91	25	66	52	73	62	100	53	37	71	81	97	22	92	70	100	68	93	74	37	61	49	48	24	62	48	53	99	49	12	19	60	42	64	38	46	60	69	4	30	46	40	58	53	33	16	93	55	3	48	70	33	80	88	98	1	92	48	45	6	93	40	49	32	15	18	
64	-1	33	21	81	45	2	38	78	36	54	39	32	35	31	41	87	91	86	21	73	7	57	61	57	58	78	2	66	76	1	6	65	5	96	37	45	99	73	95	17	90	27	100	84	80	40	42	61	63	22	18	21	96	21	5	9	86	89	34	82	18	37	29	80	87	23	65	67	65	64	17	12	50	26	52	59	53	52	99	24	55	38	80	80	74	54	28	60	87	70	55	44	31	83	39	77	14	97	78	
97	33	-1	79	45	60	45	7	80	19	50	84	17	27	12	40	2	74	2	84	93	27	44	83	67	97	92	57	48	40	28	63	49	20	63	90	9	81	39	36	92	89	94	52	36	68	68	66	94	93	56	15	37	14	97	14	45	33	47	10	96	44	17	42	35	50	41	83	55	19	86	1	82	14	90	9	6	12	16	85	34	12	19	96	54	53	52	47	93	96	28	68	38	98	78	14	2	60	79	90	
35	21	79	-1	17	33	31	61	94	84	47	42	24	99	60	45	74	99	43	67	97	93	97	76	28	88	20	43	4	48	78	8	25	14	14	88	61	21	73	72	20	80	88	15	12	73	59	86	82	42	87	73	44	14	79	84	84	98	43	21	17	68	42	44	64	59	94	96	50	81	5	83	36	34	71	9	67	14	33	81	6	84	84	41	8	35	34	19	10	70	64	4	4	43	81	72	59	33	70	78	
63	81	45	17	-1	80	86	43	5	66	66	32	43	45	37	91	57	46	87	41	44	69	10	24	90	6	31	52	67	91	89	68	38	34	86	71	47	11	40	26	47	83	79	44	86	7	63	33	75	18	97	71	60	40	97	34	36	85	31	86	3	33	94	99	49	61	31	64	54	7	18	50	39	9	2	91	16	71	80	82	21	50	83	98	19	27	57	39	85	45	72	87	43	54	49	57	37	28	92	58	
82	45	60	33	80	-1	35	60	2	5	47	50	12	28	55	63	16	87	46	22	1	49	61	44	54	73	34	64	43	79	35	74	83	18	67	40	85	68	66	94	6	100	27	56	38	20	39	69	99	51	91	62	54	92	32	30	87	56	34	36	84	97	67	81	24	19	30	47	9	51	4	33	83	38	29	33	3	2	14	75	93	71	94	47	8	41	62	24	30	73	37	39	90	49	76	28	40	16	11	86	
92	2	45	31	86	35	-1	22	70	48	37	53	12	3	95	74	87	38	68	33	67	90	71	73	77	26	68	21	28	20	31	11	48	41	65	67	56	88	6	58	98	78	58	44	5	57	80	78	26	78	32	60	14	39	40	82	59	73	33	69	80	54	22	45	86	55	77	13	80	7	41	82	11	51	53	47	91	57	67	24	80	51	83	46	49	30	80	91	85	66	23	22	86	7	99	13	90	52	81	53	
88	38	7	61	43	60	22	-1	16	36	73	38	28	34	40	64	2	5	56	44	81	80	36	71	27	14	29	72	27	45	74	28	85	76	38	91	33	82	91	100	51	5	97	93	78	76	40	25	59	92	27	22	68	1	41	46	96	3	9	84	34	63	54	75	46	48	91	71	23	69	89	38	61	44	28	33	24	31	70	71	42	39	8	94	26	98	45	93	34	38	26	72	58	50	31	82	61	75	98	100	
15	78	80	94	5	2	70	16	-1	78	51	53	51	83	36	28	64	75	37	81	41	86	29	79	15	6	64	93	30	67	53	31	5	94	49	73	10	45	5	43	43	93	78	97	27	41	34	40	79	14	41	88	13	20	70	100	30	73	2	63	46	15	47	92	64	42	77	76	55	34	11	94	57	98	42	63	93	18	13	92	22	94	4	73	65	60	2	15	3	62	61	64	37	91	41	97	24	80	68	40	
100	36	19	84	66	5	48	36	78	-1	49	29	96	71	12	2	81	97	10	55	13	92	25	79	61	51	51	16	26	80	14	18	4	76	99	63	89	42	44	89	29	61	23	14	25	38	32	16	13	74	10	47	66	64	7	72	60	65	21	19	1	39	67	56	67	72	31	58	74	11	67	28	16	68	87	68	88	80	67	97	97	34	93	15	69	16	5	50	30	97	63	59	51	13	17	6	2	58	70	56	
