100
-1	57	17	85	84	48	81	93	35	86	70	78	8	68	60	92	74	31	15	58	5	66	76	21	52	34	18	71	72	38	53	35	22	9	82	55	7	37	91	66	78	21	100	27	86	46	99	49	92	10	83	57	26	17	15	21	33	69	37	55	92	23	69	5	66	53	12	57	23	23	36	68	62	57	42	19	45	12	73	34	44	9	85	12	79	4	12	95	98	5	20	16	66	46	17	82	17	1	7	12	
57	-1	98	21	63	71	59	7	91	20	43	60	28	14	83	63	36	100	27	96	27	98	73	94	93	32	57	37	93	34	95	48	68	50	25	52	69	47	44	3	71	84	18	90	47	56	98	1	80	11	87	32	61	17	16	85	46	94	51	69	73	62	56	83	18	89	12	76	92	69	63	68	71	74	31	79	95	62	79	7	58	87	63	29	57	42	24	14	30	9	50	56	42	64	91	54	9	59	59	96	
17	98	-1	87	3	62	50	38	6	98	79	79	31	54	20	37	50	10	10	75	24	28	5	58	67	79	50	99	73	65	96	26	10	46	21	47	22	58	22	12	44	19	77	87	59	21	41	77	6	6	4	83	15	34	76	1	39	13	47	84	22	78	69	8	36	76	2	50	59	75	48	33	31	46	73	83	10	14	25	39	42	45	47	94	67	12	70	27	45	18	46	22	69	30	94	95	51	38	64	79	
85	21	87	-1	49	69	11	66	34	18	73	12	48	71	85	38	94	44	86	67	28	71	17	100	21	76	91	40	48	61	11	20	14	76	2	66	23	100	24	6	26	64	86	93	2	98	61	54	82	39	38	7	82	23	5	13	87	24	31	86	18	46	19	74	69	18	25	19	79	63	86	6	100	96	35	27	30	71	76	96	37	50	94	25	78	52	84	81	44	50	22	45	38	98	75	49	8	12	77	27	
84	63	3	49	-1	84	95	90	17	68	46	78	89	25	72	86	34	13	21	23	49	58	6	87	89	6	98	95	20	34	29	58	93	39	93	77	54	30	96	20	83	50	2	51	71	47	83	64	99	41	79	96	83	71	8	45	43	38	64	55	19	65	27	9	51	86	51	54	10	48	74	79	44	91	99	27	37	53	58	46	48	2	5	62	76	62	83	7	13	25	95	13	98	87	44	88	98	53	24	43	
48	71	62	69	84	-1	17	32	73	99	1	73	67	58	68	65	51	87	3	58	67	77	23	73	91	84	67	93	28	22	62	56	71	14	35	96	9	17	6	41	68	33	49	73	48	63	19	73	55	68	79	90	21	100	60	14	64	74	27	55	83	9	86	92	70	95	88	52	85	59	90	35	44	61	80	8	7	75	58	63	65	28	52	26	7	35	40	59	2	33	51	40	4	8	63	19	71	68	20	39	
81	59	50	11	95	17	-1	54	94	23	3	54	18	79	81	64	97	98	57	83	96	63	43	84	28	22	50	40	78	55	59	83	24	91	54	7	89	12	26	2	49	75	3	51	29	93	43	22	6	97	6	7	92	75	99	33	60	14	26	88	45	81	67	3	75	89	47	14	5	46	98	38	65	22	56	94	78	94	96	38	89	58	94	10	59	84	3	54	90	32	91	20	97	71	42	97	49	10	51	67	
93	7	38	66	90	32	54	-1	57	97	85	86	86	23	18	46	72	22	19	93	71	26	36	68	29	47	80	35	83	41	49	17	19	57	75	53	41	60	82	75	73	1	5	62	63	10	10	70	75	74	80	81	20	63	86	57	64	79	69	16	78	80	3	94	54	33	70	11	56	86	89	51	40	91	52	30	57	99	14	99	44	42	90	18	7	36	55	25	9	60	89	20	89	2	23	5	3	25	15	99	
35	91	6	34	17	73	94	57	-1	5	12	18	77	34	25	76	77	67	47	52	41	91	80	15	78	49	94	91	23	7	31	50	29	36	70	8	72	57	16	82	96	73	11	83	37	60	26	4	8	2	89	70	100	51	38	30	15	33	32	6	72	51	59	67	41	13	92	27	20	33	19	23	4	84	98	63	57	74	7	12	83	41	73	22	87	53	91	100	7	56	18	13	28	64	8	76	9	89	56	10	
86	20	98	18	68	99	23	97	5	-1	77	35	76	6	73	5	65	33	59	91	82	96	46	41	91	55	84	80	80	63	48	53	4	54	19	24	3	29	5	7	91	54	11	58	89	83	76	9	52	7	41	20	54	96	65	98	16	81	73	9	35	80	23	69	15	6	9	31	62	26	52	48	76	91	54	59	22	18	41	43	8	92	97	56	24	4	55	15	60	47	39	36	54	91	99	87	26	77	61	47	
