100
-1	4	26	41	51	83	45	80	10	41	90	40	51	74	66	7	53	79	45	79	57	44	88	65	5	45	14	41	95	5	78	10	73	28	63	81	11	60	81	2	83	58	89	85	15	98	98	81	84	16	77	67	34	8	74	11	25	96	56	24	10	5	55	8	72	47	36	84	48	65	44	52	83	57	57	55	7	15	85	38	89	80	92	7	37	88	64	8	82	92	87	68	28	6	2	65	59	70	11	98	
4	-1	75	94	63	27	76	64	33	87	82	22	21	6	37	15	26	11	21	40	87	74	82	45	31	54	98	49	26	13	67	35	97	1	58	63	26	35	72	40	30	72	53	100	60	19	14	57	18	46	7	68	84	1	40	31	19	53	67	55	24	23	31	16	70	86	99	1	1	51	27	14	28	27	98	11	40	24	15	46	49	72	37	61	54	89	85	90	16	25	7	26	44	44	39	15	6	12	90	18	
26	75	-1	80	63	7	73	10	92	87	33	85	67	49	18	32	42	22	53	80	76	55	98	58	92	23	16	22	27	20	38	56	21	54	7	6	97	90	76	98	30	87	92	9	76	30	9	80	28	95	61	33	77	69	96	49	60	42	92	9	37	81	52	37	85	71	13	45	54	67	45	14	30	59	66	75	81	92	55	52	29	54	22	70	78	52	54	33	97	24	37	82	41	74	24	6	97	89	26	11	
41	94	80	-1	77	71	71	19	71	58	10	66	55	43	57	35	66	58	50	67	44	82	77	86	60	22	17	70	48	96	56	53	41	45	88	41	12	49	38	9	22	68	100	87	77	34	13	20	55	59	11	56	6	74	38	23	65	83	15	51	42	58	79	38	24	6	53	26	15	57	34	16	42	2	56	62	100	97	88	40	95	74	52	17	76	92	35	61	83	51	59	57	46	44	93	95	47	36	27	8	
51	63	63	77	-1	51	32	43	43	16	99	85	35	19	8	15	27	82	77	100	21	40	45	38	56	42	94	97	46	24	86	58	22	97	23	33	49	24	52	85	64	51	27	41	1	36	20	88	49	1	7	5	57	84	52	81	64	64	81	57	88	50	61	74	25	55	56	70	34	9	80	40	85	12	14	60	45	91	99	5	78	60	29	26	33	8	9	98	12	90	71	83	13	33	24	33	42	92	11	28	
83	27	7	71	51	-1	95	26	13	60	87	23	21	92	4	69	56	25	21	26	5	39	13	85	93	83	66	91	53	99	63	64	8	64	85	69	30	38	24	1	37	89	18	63	99	6	63	94	12	7	27	88	54	36	45	26	22	38	88	89	41	17	39	33	55	25	100	6	51	84	60	99	43	11	93	69	97	86	37	93	33	13	8	93	97	25	28	21	99	90	51	68	50	25	60	8	55	41	38	42	
45	76	73	71	32	95	-1	37	66	33	63	35	3	6	100	53	28	85	7	98	66	16	46	77	30	87	59	29	35	95	1	17	100	32	98	76	5	82	46	81	96	57	39	62	75	43	77	41	49	90	79	96	22	39	74	66	55	63	78	38	33	27	52	44	60	81	19	28	71	25	73	1	74	1	47	19	41	1	75	25	43	53	30	94	5	68	98	32	24	81	18	89	44	61	40	26	11	84	26	1	
80	64	10	19	43	26	37	-1	29	23	40	15	45	17	84	10	39	76	59	63	24	98	20	4	3	97	62	40	5	24	63	27	60	79	78	87	39	73	16	99	65	7	50	99	3	80	86	20	15	35	53	13	86	97	48	18	68	88	29	13	19	59	35	75	5	34	1	48	14	68	60	64	33	43	100	91	57	20	96	8	72	84	72	55	39	14	22	69	88	10	60	35	32	73	65	33	3	46	34	52	
10	33	92	71	43	13	66	29	-1	54	4	3	90	20	29	42	26	36	79	99	82	85	61	52	67	10	28	23	72	48	67	34	55	29	39	23	13	11	75	96	43	25	7	96	12	42	74	19	61	46	94	18	27	92	75	90	23	70	9	43	20	30	62	92	48	43	85	22	72	79	48	92	57	10	87	100	11	82	18	99	22	45	17	86	37	64	42	38	22	81	75	41	11	19	8	61	50	57	23	13	
41	87	87	58	16	60	33	23	54	-1	13	32	30	22	91	41	9	47	78	58	5	75	91	39	56	42	55	37	10	7	93	78	35	90	31	96	18	30	26	98	53	56	80	19	90	73	73	30	57	44	17	49	83	27	83	18	34	99	30	79	30	62	59	53	80	34	36	7	38	11	3	16	94	85	66	26	30	25	89	41	98	40	8	71	3	94	67	85	33	45	96	58	60	31	72	6	60	55	32	2	
90	82	33	10	99	87	63	40	4	13	-1	88	35	33	38	19	74	6	71	58	48	21	86	94	22	80	100	18	41	17	92	51	7	24	74	58	25	44	93	73	48	33	56	26	95	1	7	20	3	48	37	52	35	12	25	83	19	36	85	20	88	24	42	41	86	39	59	85	52	84	14	40	11	67	48	43	42	50	53	77	29	85	35	90	37	2	34	30	2	93	100	1	46	85	53	6	93	99	45	9	
40	22	85	66	85	23	35	15	3	32	88	-1	10	59	53	65	85	4	56	98	81	52	15	86	79	52	83	57	64	24	73	51	48	10	54	25	83	15	24	8	9	86	61	61	48	70	11	76	17	62	55	92	75	7	85	34	27	65	92	73	12	73	14	82	72	27	91	91	60	62	39	89	25	52	1	15	48	40	70	85	60	36	85	93	81	76	71	58	14	84	74	94	74	38	82	78	36	60	52	37	
