100
-1	29	24	1	31	58	13	38	44	91	34	13	43	77	26	63	72	2	88	2	87	96	28	86	97	9	48	65	68	15	11	66	8	38	24	80	51	59	100	60	66	32	18	15	86	53	3	49	50	73	30	7	97	6	48	59	2	81	22	85	98	41	71	80	38	89	97	87	74	40	8	41	77	73	5	99	57	99	40	92	14	55	19	34	66	27	73	3	44	77	72	98	1	97	18	99	86	11	14	21	
29	-1	87	37	53	58	71	83	19	52	82	35	63	2	59	11	21	52	46	25	68	52	9	86	59	41	21	18	8	41	27	3	63	17	43	77	79	36	69	69	90	98	51	72	62	70	38	46	44	61	28	53	88	20	74	4	89	20	1	25	98	5	22	78	41	9	2	8	27	81	39	12	68	21	29	15	88	35	87	75	39	30	6	94	89	9	38	30	81	4	54	70	67	39	51	52	23	28	24	43	
24	87	-1	96	51	37	35	76	76	15	55	54	55	98	83	6	53	74	82	52	29	83	77	99	30	69	88	91	7	14	12	29	74	73	10	14	49	38	35	83	49	47	77	31	1	47	65	85	64	65	45	52	46	43	92	16	64	95	76	6	21	67	27	23	43	84	100	73	98	8	16	35	55	27	89	55	93	30	90	33	25	83	68	61	71	44	36	87	8	59	21	81	77	13	32	82	31	94	94	26	
1	37	96	-1	100	61	89	91	15	100	22	22	67	98	66	13	98	31	27	11	32	60	36	72	61	88	100	7	51	13	76	29	98	43	28	85	6	98	39	20	39	10	32	89	75	88	8	69	46	19	53	31	37	52	1	52	54	77	80	41	71	15	42	61	41	43	29	56	20	42	57	72	44	73	32	11	86	20	40	89	92	93	3	40	13	35	43	10	53	27	86	30	77	83	59	56	18	38	17	77	
31	53	51	100	-1	22	35	44	38	10	41	26	33	14	6	59	74	98	98	24	59	2	47	13	78	85	10	1	22	61	5	27	36	86	11	1	79	12	39	7	22	18	65	41	97	24	41	5	36	87	22	89	95	60	74	8	100	46	62	98	21	96	84	21	69	38	51	13	55	6	68	27	41	42	74	30	41	33	7	22	29	83	85	58	24	57	57	27	65	96	95	41	96	4	14	57	65	28	78	12	
58	58	37	61	22	-1	55	100	56	92	54	28	60	100	65	35	38	60	87	42	10	50	46	18	24	79	72	63	52	17	42	22	5	24	82	46	52	43	33	38	91	29	1	18	87	52	91	44	91	50	57	52	26	41	58	11	91	47	66	39	19	3	15	39	90	54	56	46	69	13	97	85	15	10	99	86	91	10	77	54	74	22	95	33	29	33	51	88	89	20	2	80	78	2	4	22	20	14	29	82	
13	71	35	89	35	55	-1	61	51	50	47	54	44	75	74	39	85	7	7	46	85	38	5	87	15	9	54	40	29	80	10	86	75	52	54	33	53	63	73	63	9	28	54	22	15	1	88	41	18	87	97	25	54	65	21	36	69	81	23	18	11	12	85	34	69	3	73	87	87	57	34	12	30	55	12	85	14	98	99	71	4	59	66	41	85	1	27	16	35	74	61	16	46	23	26	52	93	57	58	91	
38	83	76	91	44	100	61	-1	75	28	51	84	51	24	79	64	74	93	43	42	27	59	69	19	8	80	44	2	9	24	18	45	85	80	19	34	79	83	9	45	17	99	7	91	59	18	61	98	67	26	60	5	33	77	14	31	24	20	85	75	10	32	24	75	53	63	18	85	82	5	37	65	54	74	14	12	7	81	80	81	72	49	14	46	20	7	21	37	80	45	64	51	14	89	26	24	85	97	73	73	
44	19	76	15	38	56	51	75	-1	79	41	8	55	2	2	88	33	30	21	7	23	9	63	9	87	80	100	94	16	94	25	63	82	26	15	51	30	22	17	2	74	9	77	65	2	48	73	73	72	29	7	93	93	75	71	45	86	62	1	53	38	22	10	24	56	2	95	45	87	11	39	87	63	97	56	37	20	53	29	49	22	55	35	76	7	70	30	18	73	6	84	66	85	33	60	61	32	25	72	99	
91	52	15	100	10	92	50	28	79	-1	72	41	20	10	90	30	14	66	3	56	18	93	43	21	63	7	73	37	2	28	44	7	87	85	34	99	45	49	39	36	50	25	84	76	31	18	69	81	20	9	99	66	67	47	63	95	77	18	14	25	33	40	37	18	6	74	41	67	51	64	41	98	29	11	9	83	20	23	53	49	69	42	46	67	80	52	49	68	24	25	44	58	75	12	54	18	100	18	85	26	
