30
-1	89	18	63	90	27	88	95	36	81	27	76	54	54	15	8	46	44	49	64	12	4	32	100	70	84	34	8	22	96	
89	-1	52	94	43	60	95	69	36	63	37	38	36	53	83	93	19	8	16	30	48	45	23	80	15	6	16	86	100	19	
18	52	-1	60	60	65	53	65	93	61	24	12	18	30	68	54	61	16	35	9	83	66	30	36	42	60	6	4	23	74	
63	94	60	-1	96	96	44	64	27	3	29	62	9	61	92	10	69	75	54	60	67	51	52	65	96	32	65	3	23	49	
90	43	60	96	-1	68	35	68	92	42	4	52	44	89	64	78	3	16	64	1	58	66	77	21	18	60	36	82	57	54	
27	60	65	96	68	-1	6	79	39	93	93	55	17	20	29	82	27	19	14	42	77	27	48	59	69	58	16	24	26	66	
88	95	53	44	35	6	-1	91	90	12	90	65	63	10	100	8	8	56	89	24	87	83	29	41	12	41	6	35	60	61	
95	69	65	64	68	79	91	-1	80	73	30	3	66	50	70	48	31	19	27	24	94	37	54	40	6	46	83	70	46	10	
36	36	93	27	92	39	90	80	-1	6	2	12	76	98	2	29	56	68	46	25	31	32	46	51	57	28	87	26	74	29	
81	63	61	3	42	93	12	73	6	-1	20	1	37	61	17	76	69	85	69	96	84	32	52	74	13	29	11	46	56	86	
27	37	24	29	4	93	90	30	2	20	-1	98	94	93	84	66	60	49	8	29	63	36	39	67	70	40	86	99	98	32	
76	38	12	62	52	55	65	3	12	1	98	-1	37	5	71	9	74	52	4	41	100	30	86	72	60	31	66	100	14	100	
54	36	18	9	44	17	63	66	76	37	94	37	-1	10	35	25	1	42	96	77	29	67	79	89	24	83	32	8	30	38	
54	53	30	61	89	20	10	50	98	61	93	5	10	-1	66	6	10	81	19	55	61	49	32	100	40	47	3	31	14	57	
15	83	68	92	64	29	100	70	2	17	84	71	35	66	-1	11	44	83	51	87	8	70	58	41	28	14	93	73	45	96	
8	93	54	10	78	82	8	48	29	76	66	9	25	6	11	-1	39	98	99	10	100	16	15	30	39	87	46	4	91	27	
46	19	61	69	3	27	8	31	56	69	60	74	1	10	44	39	-1	54	46	57	60	67	39	61	44	6	18	49	75	89	
44	8	16	75	16	19	56	19	68	85	49	52	42	81	83	98	54	-1	4	42	98	72	19	80	3	78	24	12	39	79	
49	16	35	54	64	14	89	27	46	69	8	4	96	19	51	99	46	4	-1	67	92	77	60	85	7	35	47	91	37	95	
64	30	9	60	1	42	24	24	25	96	29	41	77	55	87	10	57	42	67	-1	21	9	1	16	29	37	78	16	83	46	
12	48	83	67	58	77	87	94	31	84	63	100	29	61	8	100	60	98	92	21	-1	35	60	93	47	10	38	5	36	86	
4	45	66	51	66	27	83	37	32	32	36	30	67	49	70	16	67	72	77	9	35	-1	74	87	67	83	72	72	58	59	
32	23	30	52	77	48	29	54	46	52	39	86	79	32	58	15	39	19	60	1	60	74	-1	100	19	16	95	15	27	89	
100	80	36	65	21	59	41	40	51	74	67	72	89	100	41	30	61	80	85	16	93	87	100	-1	83	54	41	52	22	61	
70	15	42	96	18	69	12	6	57	13	70	60	24	40	28	39	44	3	7	29	47	67	19	83	-1	87	76	59	50	57	
84	6	60	32	60	58	41	46	28	29	40	31	83	47	14	87	6	78	35	37	10	83	16	54	87	-1	28	73	46	63	
34	16	6	65	36	16	6	83	87	11	86	66	32	3	93	46	18	24	47	78	38	72	95	41	76	28	-1	14	78	74	
8	86	4	3	82	24	35	70	26	46	99	100	8	31	73	4	49	12	91	16	5	72	15	52	59	73	14	-1	32	21	
22	100	23	23	57	26	60	46	74	56	98	14	30	14	45	91	75	39	37	83	36	58	27	22	50	46	78	32	-1	93	
96	19	74	49	54	66	61	10	29	86	32	100	38	57	96	27	89	79	95	46	86	59	89	61	57	63	74	21	93	-1	
