30
-1	50	78	72	63	5	55	29	45	5	5	49	30	12	43	37	27	7	23	5	86	64	31	46	27	27	27	88	74	20	
50	-1	67	81	65	71	19	45	62	90	50	12	62	90	42	85	7	48	77	77	100	34	89	63	43	42	92	100	20	87	
78	67	-1	3	74	58	98	23	81	41	38	49	26	87	91	26	71	88	47	62	58	41	6	46	82	66	11	15	12	23	
72	81	3	-1	68	46	26	76	79	97	61	20	61	35	14	20	52	62	53	43	79	56	19	73	16	76	97	8	77	31	
63	65	74	68	-1	34	10	7	86	56	1	13	77	29	76	64	89	93	23	46	82	34	100	52	32	100	74	87	3	50	
5	71	58	46	34	-1	21	10	72	61	56	46	42	91	4	66	29	99	22	33	66	27	15	73	7	46	98	17	36	11	
55	19	98	26	10	21	-1	26	50	11	69	24	70	95	77	58	81	83	73	37	17	85	3	40	71	53	81	66	81	20	
29	45	23	76	7	10	26	-1	25	79	47	92	92	82	57	2	31	1	36	61	66	76	5	21	60	27	20	56	91	34	
45	62	81	79	86	72	50	25	-1	89	92	92	30	46	41	2	49	65	39	8	70	97	59	7	11	43	75	60	15	4	
5	90	41	97	56	61	11	79	89	-1	56	90	47	63	96	76	91	32	11	6	41	82	89	36	37	57	25	98	59	48	
5	50	38	61	1	56	69	47	92	56	-1	24	6	45	48	5	27	28	75	79	52	38	86	15	44	62	37	32	15	99	
49	12	49	20	13	46	24	92	92	90	24	-1	88	85	69	16	9	66	94	79	9	45	38	52	87	98	41	16	92	36	
30	62	26	61	77	42	70	92	30	47	6	88	-1	93	79	76	3	70	35	63	3	94	75	79	34	19	91	5	89	6	
12	90	87	35	29	91	95	82	46	63	45	85	93	-1	56	74	74	69	94	16	54	52	19	94	13	39	11	64	39	7	
43	42	91	14	76	4	77	57	41	96	48	69	79	56	-1	10	62	26	30	50	15	95	7	82	96	69	10	54	38	47	
37	85	26	20	64	66	58	2	2	76	5	16	76	74	10	-1	32	60	69	26	55	71	30	51	73	93	40	54	18	14	
27	7	71	52	89	29	81	31	49	91	27	9	3	74	62	32	-1	77	39	70	6	38	92	96	19	1	43	47	81	53	
7	48	88	62	93	99	83	1	65	32	28	66	70	69	26	60	77	-1	1	94	98	52	95	35	98	76	25	55	21	79	
23	77	47	53	23	22	73	36	39	11	75	94	35	94	30	69	39	1	-1	44	66	70	49	60	72	92	78	82	19	55	
5	77	62	43	46	33	37	61	8	6	79	79	63	16	50	26	70	94	44	-1	32	37	11	62	49	47	10	6	73	19	
86	100	58	79	82	66	17	66	70	41	52	9	3	54	15	55	6	98	66	32	-1	26	53	83	14	99	8	6	43	89	
64	34	41	56	34	27	85	76	97	82	38	45	94	52	95	71	38	52	70	37	26	-1	42	66	22	25	22	10	71	15	
31	89	6	19	100	15	3	5	59	89	86	38	75	19	7	30	92	95	49	11	53	42	-1	38	92	19	53	81	99	94	
46	63	46	73	52	73	40	21	7	36	15	52	79	94	82	51	96	35	60	62	83	66	38	-1	42	50	1	16	60	63	
27	43	82	16	32	7	71	60	11	37	44	87	34	13	96	73	19	98	72	49	14	22	92	42	-1	37	42	6	68	74	
27	42	66	76	100	46	53	27	43	57	62	98	19	39	69	93	1	76	92	47	99	25	19	50	37	-1	95	72	99	89	
27	92	11	97	74	98	81	20	75	25	37	41	91	11	10	40	43	25	78	10	8	22	53	1	42	95	-1	40	61	16	
88	100	15	8	87	17	66	56	60	98	32	16	5	64	54	54	47	55	82	6	6	10	81	16	6	72	40	-1	63	16	
74	20	12	77	3	36	81	91	15	59	15	92	89	39	38	18	81	21	19	73	43	71	99	60	68	99	61	63	-1	16	
20	87	23	31	50	11	20	34	4	48	99	36	6	7	47	14	53	79	55	19	89	15	94	63	74	89	16	16	16	-1	
