30
-1	93	61	51	7	93	25	3	92	25	56	78	76	36	12	49	38	15	58	14	24	39	86	94	14	76	49	38	24	19	
93	-1	4	20	52	26	92	92	6	74	100	90	80	39	91	58	62	72	39	43	22	85	41	84	24	52	26	61	4	80	
61	4	-1	69	88	39	75	42	95	34	52	98	5	36	48	76	23	16	8	64	85	28	30	66	29	84	3	72	95	30	
51	20	69	-1	62	7	21	32	91	84	49	58	10	59	45	18	17	16	31	9	71	49	13	76	67	98	78	42	100	27	
7	52	88	62	-1	82	52	78	87	38	26	5	38	39	8	52	92	9	73	45	94	11	43	91	10	78	80	63	42	73	
93	26	39	7	82	-1	94	96	70	30	53	29	99	2	80	64	6	14	41	21	97	99	63	19	14	31	21	58	57	88	
25	92	75	21	52	94	-1	81	20	24	1	85	13	57	31	4	94	12	9	52	33	58	19	54	71	1	59	50	45	68	
3	92	42	32	78	96	81	-1	13	94	64	58	52	49	66	94	65	97	70	58	56	4	39	60	42	29	43	8	18	43	
92	6	95	91	87	70	20	13	-1	60	87	42	54	86	64	88	70	79	73	11	56	74	84	16	50	18	54	50	82	51	
25	74	34	84	38	30	24	94	60	-1	31	49	94	59	56	86	26	70	94	10	6	58	36	82	82	44	42	53	100	91	
56	100	52	49	26	53	1	64	87	31	-1	30	88	33	23	3	74	94	25	57	78	92	61	48	82	58	55	17	1	74	
78	90	98	58	5	29	85	58	42	49	30	-1	55	93	36	2	71	59	32	12	35	68	51	80	47	100	90	41	95	52	
76	80	5	10	38	99	13	52	54	94	88	55	-1	86	63	34	90	42	8	11	5	71	44	81	22	44	53	58	14	61	
36	39	36	59	39	2	57	49	86	59	33	93	86	-1	70	79	45	15	3	26	26	82	30	12	11	57	53	92	16	17	
12	91	48	45	8	80	31	66	64	56	23	36	63	70	-1	84	55	15	57	8	25	10	73	76	80	17	70	67	55	89	
49	58	76	18	52	64	4	94	88	86	3	2	34	79	84	-1	52	91	26	90	9	84	69	56	89	15	18	63	87	4	
38	62	23	17	92	6	94	65	70	26	74	71	90	45	55	52	-1	99	33	75	30	31	22	64	99	15	31	16	27	36	
15	72	16	16	9	14	12	97	79	70	94	59	42	15	15	91	99	-1	52	85	49	7	66	22	91	21	21	46	70	96	
58	39	8	31	73	41	9	70	73	94	25	32	8	3	57	26	33	52	-1	49	21	78	61	56	97	59	80	63	39	16	
14	43	64	9	45	21	52	58	11	10	57	12	11	26	8	90	75	85	49	-1	5	80	58	46	69	51	71	45	60	48	
24	22	85	71	94	97	33	56	56	6	78	35	5	26	25	9	30	49	21	5	-1	21	26	84	81	55	12	70	8	56	
39	85	28	49	11	99	58	4	74	58	92	68	71	82	10	84	31	7	78	80	21	-1	77	23	51	69	8	6	61	34	
86	41	30	13	43	63	19	39	84	36	61	51	44	30	73	69	22	66	61	58	26	77	-1	76	19	20	98	2	51	89	
94	84	66	76	91	19	54	60	16	82	48	80	81	12	76	56	64	22	56	46	84	23	76	-1	96	43	95	44	46	20	
14	24	29	67	10	14	71	42	50	82	82	47	22	11	80	89	99	91	97	69	81	51	19	96	-1	98	93	35	90	11	
76	52	84	98	78	31	1	29	18	44	58	100	44	57	17	15	15	21	59	51	55	69	20	43	98	-1	89	74	70	50	
49	26	3	78	80	21	59	43	54	42	55	90	53	53	70	18	31	21	80	71	12	8	98	95	93	89	-1	17	52	81	
38	61	72	42	63	58	50	8	50	53	17	41	58	92	67	63	16	46	63	45	70	6	2	44	35	74	17	-1	82	24	
24	4	95	100	42	57	45	18	82	100	1	95	14	16	55	87	27	70	39	60	8	61	51	46	90	70	52	82	-1	30	
19	80	30	27	73	88	68	43	51	91	74	52	61	17	89	4	36	96	16	48	56	34	89	20	11	50	81	24	30	-1	
