30
-1	95	11	69	89	17	37	4	4	64	48	64	40	39	45	56	50	99	12	25	93	39	98	18	81	15	53	38	95	36	
95	-1	15	13	64	26	44	91	11	39	39	66	74	38	87	68	19	49	79	97	100	89	100	52	94	21	83	49	57	41	
11	69	-1	99	90	49	10	2	94	20	73	38	83	76	53	83	6	62	66	46	82	54	90	45	95	40	42	88	27	34	
100	79	48	-1	50	80	69	10	75	41	82	87	74	66	100	60	44	72	62	74	92	49	61	70	82	53	28	53	1	28	
91	79	5	1	-1	51	57	90	57	80	41	50	39	42	13	74	94	48	75	10	7	77	28	39	29	25	66	38	55	36	
92	97	97	33	60	-1	97	25	38	30	48	27	50	28	34	74	87	83	75	10	45	25	51	59	31	93	16	79	76	38	
3	7	21	8	93	33	-1	85	75	93	58	40	21	75	42	9	34	30	32	54	79	25	96	41	56	51	67	20	97	69	
66	40	78	100	65	39	65	-1	52	49	3	48	78	31	26	64	5	19	71	77	47	77	45	51	65	27	67	100	33	51	
76	3	94	18	20	93	26	33	-1	6	34	23	16	59	23	83	20	22	89	66	97	34	91	68	83	62	88	23	8	35	
47	93	11	63	49	14	60	3	13	-1	85	92	74	20	49	38	73	95	38	14	26	64	43	84	41	66	86	36	71	45	
18	5	73	35	73	56	77	1	78	43	-1	27	88	20	33	27	68	60	75	81	81	55	76	69	99	12	77	56	44	96	
68	6	84	95	9	93	58	82	73	14	36	-1	54	47	11	87	52	25	45	52	12	88	3	54	15	50	74	64	4	71	
19	54	39	17	98	3	21	45	19	94	43	63	-1	66	30	37	80	87	97	36	82	44	88	87	28	39	31	42	24	39	
41	76	54	89	11	27	9	10	100	21	27	96	44	-1	82	100	94	94	79	11	7	28	9	66	5	98	86	76	5	59	
67	67	87	76	43	10	76	17	79	71	40	45	11	69	-1	78	59	63	10	20	14	89	39	35	74	42	81	38	32	4	
6	66	33	95	23	10	54	74	84	36	26	24	84	15	78	-1	30	75	74	13	99	93	5	8	35	89	87	17	16	74	
88	52	58	56	4	100	37	78	32	30	1	83	7	79	61	67	-1	63	9	42	48	5	96	70	91	38	33	72	48	59	
59	55	5	68	16	27	26	81	97	78	2	41	62	71	8	10	40	-1	35	52	76	48	69	48	41	89	99	30	5	81	
49	96	32	84	18	82	16	89	41	6	43	44	14	42	93	76	64	85	-1	17	53	57	51	82	49	20	99	72	88	51	
78	64	80	69	13	64	70	9	53	78	70	24	86	20	85	8	19	40	37	-1	81	44	80	21	88	53	69	58	66	22	
64	13	93	45	66	97	97	36	68	43	74	47	25	33	57	50	18	80	4	3	-1	2	45	10	33	68	30	23	93	61	
68	64	95	3	99	6	93	30	66	85	64	69	17	58	4	96	48	12	72	99	76	-1	15	40	99	36	2	34	95	86	
67	16	83	34	33	29	87	8	41	54	74	25	8	25	9	58	24	74	65	60	16	26	-1	70	43	33	22	48	17	94	
21	31	18	32	76	53	22	47	57	2	14	59	10	49	83	2	76	46	19	2	55	35	81	-1	90	79	54	99	85	19	
63	98	82	34	54	37	1	79	24	58	2	45	11	82	24	19	3	84	93	100	50	39	64	18	-1	74	95	77	28	25	
85	76	78	93	25	21	99	98	77	3	69	85	47	55	20	94	96	11	52	16	75	26	9	79	48	-1	91	84	54	85	
10	28	38	28	81	24	87	47	87	14	74	24	37	36	18	57	18	35	15	91	69	58	4	41	44	44	-1	4	20	3	
16	39	45	81	63	97	10	89	62	92	16	81	31	77	84	44	86	9	64	94	5	18	93	17	27	79	71	-1	41	40	
8	92	27	22	65	29	37	81	86	29	88	9	51	19	63	32	53	83	71	31	5	12	76	74	63	44	52	34	-1	53	
51	5	93	97	80	31	22	28	2	18	55	9	38	13	57	10	86	16	95	61	98	75	29	21	12	83	14	94	73	-1	
