30
-1	63	61	30	92	49	28	72	94	26	84	32	30	89	93	4	41	43	68	54	25	23	77	4	29	77	24	83	1	11	
21	-1	37	67	89	80	8	93	95	97	10	52	52	49	34	28	13	89	47	61	47	82	8	62	69	78	56	91	77	60	
19	20	-1	33	78	84	40	21	75	92	92	67	55	10	5	34	39	37	95	19	52	36	26	60	68	4	64	38	58	23	
73	66	41	-1	94	76	63	29	16	79	66	45	2	52	34	88	70	25	59	26	20	53	28	1	1	92	40	57	38	5	
33	95	69	41	-1	90	52	10	15	47	34	49	90	57	87	74	91	40	62	85	47	67	74	43	11	75	32	76	54	24	
77	22	11	3	76	-1	86	72	85	5	54	42	2	29	99	86	82	92	60	43	64	21	82	49	92	12	49	97	30	22	
91	74	19	48	80	27	-1	31	1	38	42	80	10	58	77	87	95	82	83	20	80	28	33	30	51	55	9	23	27	32	
26	5	90	12	54	47	23	-1	88	21	14	15	50	31	27	1	6	63	35	27	42	64	44	63	94	36	72	54	63	40	
75	4	99	36	21	36	2	95	-1	56	45	39	76	84	5	12	54	69	77	98	62	21	26	28	19	45	18	23	82	91	
41	30	62	50	54	38	13	6	37	-1	21	37	55	87	35	34	16	39	49	32	38	63	14	20	23	42	14	38	76	48	
29	17	34	69	80	62	12	17	58	30	-1	27	11	97	91	8	83	69	85	26	62	18	53	92	13	18	74	65	37	14	
14	80	53	9	47	87	37	1	98	46	61	-1	45	51	25	29	90	35	98	63	10	74	3	29	41	45	44	9	90	76	
76	15	34	15	22	90	76	58	74	57	49	64	-1	96	15	68	56	83	32	92	51	42	83	44	69	79	44	72	36	1	
63	91	1	24	26	52	36	26	50	57	58	32	21	-1	44	89	93	70	15	12	58	10	95	24	71	29	9	18	89	52	
98	89	89	10	63	11	52	32	39	19	7	13	95	9	-1	33	30	6	41	98	10	55	73	14	98	87	78	46	47	88	
61	46	76	2	10	64	18	100	84	13	72	2	2	33	92	-1	16	26	60	31	19	24	22	52	2	77	54	72	25	69	
18	80	80	53	2	20	6	1	67	47	44	21	62	31	47	94	-1	38	90	63	76	1	16	36	78	74	3	26	21	90	
25	63	60	60	97	71	75	48	65	57	71	2	22	85	10	100	72	-1	77	43	3	43	23	12	54	54	3	10	81	31	
37	49	76	24	54	48	4	97	56	55	84	2	71	64	24	90	61	54	-1	66	67	28	65	7	80	38	42	21	92	37	
69	32	5	5	28	1	81	51	2	5	4	83	77	51	67	64	27	82	67	-1	98	83	5	4	36	11	84	23	95	93	
46	91	19	3	3	80	5	12	36	57	72	23	8	39	16	13	33	76	16	14	-1	83	57	31	7	5	12	69	71	58	
91	66	79	14	85	27	64	61	80	100	71	86	51	67	22	16	52	31	18	81	22	-1	71	75	24	97	11	27	61	66	
91	71	10	29	3	66	52	60	43	76	66	54	36	98	66	47	87	74	58	54	24	69	-1	92	8	9	35	92	83	76	
27	74	19	70	40	48	79	6	39	57	7	10	94	67	77	4	41	66	2	11	26	17	14	-1	71	94	69	87	74	22	
64	73	77	79	19	70	70	74	99	44	96	74	37	99	36	83	4	57	48	95	46	19	21	63	-1	34	34	96	45	57	
81	75	31	76	53	14	43	81	95	88	44	51	20	3	27	39	19	32	7	9	58	92	14	79	82	-1	96	69	76	41	
8	90	40	100	54	64	87	70	67	62	47	46	18	20	50	100	76	46	84	27	72	66	32	45	8	68	-1	41	84	16	
36	100	59	61	84	41	60	84	87	46	1	4	69	18	92	90	44	61	71	47	94	35	64	63	100	56	73	-1	52	50	
83	27	89	88	18	73	96	37	61	55	6	9	28	48	69	80	98	40	62	25	47	82	29	92	93	12	77	48	-1	15	
27	64	36	30	98	27	88	33	26	2	75	3	59	90	38	30	45	59	67	98	82	28	79	54	7	84	44	2	70	-1	
