30
-1	36	77	59	39	24	27	40	54	24	34	89	97	35	57	10	42	36	50	98	57	59	47	68	49	11	53	67	34	12	
7	-1	9	22	87	50	75	3	16	84	77	68	48	87	2	8	36	68	57	63	20	51	55	70	35	21	99	73	26	47	
89	63	-1	86	44	47	26	55	30	97	43	7	33	81	29	39	8	86	17	28	64	69	92	45	31	96	96	61	50	36	
8	11	13	-1	98	23	52	78	46	62	91	56	100	53	42	56	90	43	29	26	82	65	53	18	24	81	51	65	51	15	
92	82	24	36	-1	99	68	66	89	45	94	76	6	88	8	96	60	27	35	58	7	21	12	60	96	73	25	19	66	49	
45	10	71	81	62	-1	25	98	69	75	33	6	57	70	26	90	77	82	93	31	90	10	55	33	32	18	26	22	76	50	
66	71	91	68	99	84	-1	99	93	85	18	2	7	67	87	73	48	96	29	31	19	100	67	14	15	35	93	81	41	83	
22	43	75	26	75	38	81	-1	40	73	12	7	62	39	26	82	73	81	69	96	7	65	66	66	19	8	12	48	64	38	
29	88	30	17	9	22	73	39	-1	58	40	59	96	5	32	66	95	68	99	17	43	40	12	57	16	1	88	27	61	16	
33	60	78	79	11	73	96	35	67	-1	100	15	59	78	43	43	60	25	56	36	5	31	68	64	43	54	32	95	64	55	
60	72	17	24	22	39	40	75	43	49	-1	37	80	80	7	87	41	12	47	77	70	4	31	80	64	91	99	58	10	26	
66	25	89	55	55	27	35	98	2	28	87	-1	72	36	58	31	4	3	69	56	18	39	51	77	33	40	14	29	52	49	
88	58	57	8	93	86	14	27	87	41	52	35	-1	34	35	92	91	31	16	75	14	31	88	49	57	99	20	49	71	34	
70	49	10	25	44	52	95	19	52	39	76	93	15	-1	96	57	23	51	99	12	75	57	83	34	77	19	21	71	29	34	
39	87	77	40	44	54	90	72	90	81	24	73	96	94	-1	64	88	26	42	98	76	57	5	39	72	63	81	20	40	50	
58	72	16	39	74	51	38	99	17	91	40	1	7	11	49	-1	87	73	45	20	18	16	8	1	94	76	94	76	67	88	
44	56	52	30	16	88	34	66	3	40	76	74	59	42	92	37	-1	82	18	7	76	35	99	100	92	36	23	2	1	1	
10	95	79	8	13	7	35	10	73	90	20	25	2	1	6	19	1	-1	23	50	17	38	87	4	27	10	12	2	79	52	
78	62	44	77	99	61	13	5	32	57	90	16	24	11	14	57	33	93	-1	50	34	34	52	69	72	25	61	37	64	46	
34	69	78	76	74	34	73	43	64	31	36	1	51	83	59	36	69	74	17	-1	64	87	25	51	17	29	66	97	16	19	
36	65	75	91	13	69	21	24	68	90	43	2	77	20	63	10	74	5	7	76	-1	53	68	50	8	3	95	44	54	43	
68	20	54	56	50	21	66	63	35	38	33	73	85	95	8	71	87	59	26	7	54	-1	99	34	65	48	47	47	6	63	
67	91	73	17	29	45	18	14	22	39	40	34	81	61	94	37	11	6	10	41	31	31	-1	45	99	58	97	41	68	43	
66	7	21	27	20	7	56	3	41	66	13	64	6	8	34	4	71	70	91	87	99	98	64	-1	57	25	80	27	78	41	
47	53	58	27	76	24	74	72	34	6	66	95	3	68	17	19	38	13	94	61	98	17	32	53	-1	42	86	8	79	93	
54	69	28	55	1	12	99	37	92	9	5	86	70	42	60	54	90	31	18	7	29	2	33	30	17	-1	40	10	27	47	
91	99	88	25	25	37	83	30	57	50	69	74	85	57	98	25	52	63	3	55	8	90	35	86	14	92	-1	9	51	85	
7	12	29	44	95	28	79	52	3	52	96	10	87	13	9	32	89	82	61	18	99	57	32	95	16	13	30	-1	81	78	
3	73	57	96	62	30	38	80	98	16	9	15	25	33	53	87	64	1	68	13	60	80	93	31	80	88	92	92	-1	41	
19	83	39	69	37	98	48	16	57	9	69	41	64	68	45	71	59	36	63	11	83	20	96	53	30	30	28	29	79	-1	
