100
-1	52	7	19	62	75	19	85	68	39	95	28	58	95	95	25	1	71	77	56	97	27	23	2	34	88	49	85	41	97	2	80	75	82	75	24	51	33	94	55	26	27	39	43	48	74	85	63	40	38	59	20	9	44	96	46	71	97	24	100	63	28	4	21	83	32	5	60	35	64	47	71	37	36	43	8	4	79	71	72	82	41	98	91	4	71	56	72	5	56	14	92	75	70	85	45	9	73	67	1	
60	-1	56	75	5	56	90	26	59	5	91	58	33	47	47	46	99	19	77	38	62	44	4	68	75	68	46	75	64	70	2	99	98	92	68	85	51	44	6	65	84	53	5	93	57	91	48	88	87	14	13	90	34	63	34	97	77	51	17	41	91	94	74	64	19	48	69	98	78	93	56	3	83	98	87	4	23	69	62	66	83	69	1	73	35	12	29	6	40	89	55	67	100	37	66	19	84	67	2	76	
82	39	-1	3	76	8	49	42	64	73	47	94	55	27	80	69	22	45	73	66	94	21	95	66	14	36	99	14	83	57	11	16	34	95	14	31	12	91	97	84	20	50	87	75	84	11	34	54	85	11	31	76	21	96	40	5	89	7	11	9	72	22	54	2	53	46	89	90	40	49	88	69	68	94	89	91	19	75	68	68	22	11	78	16	79	54	47	62	41	22	10	36	26	11	30	25	71	93	73	9	
11	12	88	-1	24	48	81	63	22	47	43	75	26	6	24	5	34	53	1	55	2	96	51	69	34	18	68	89	21	95	34	78	19	41	25	83	86	77	15	12	5	89	83	64	57	52	58	42	65	86	58	29	32	64	68	29	100	79	25	35	37	13	91	16	98	39	21	75	99	50	100	47	64	19	51	34	56	89	89	87	6	54	62	49	64	97	75	37	57	70	58	26	57	62	58	39	22	12	6	25	
10	8	8	49	-1	50	83	84	68	32	88	25	77	40	58	64	51	56	21	78	8	18	9	96	72	11	84	57	98	88	24	10	76	79	70	75	2	3	49	64	37	33	33	39	16	12	61	99	54	98	46	12	25	51	50	13	71	64	70	46	55	52	36	76	62	40	64	69	94	57	11	60	30	10	52	69	80	21	23	53	68	94	23	77	13	83	69	35	73	59	53	12	64	57	71	60	29	94	34	91	
12	66	63	21	59	-1	27	54	20	12	92	29	21	19	21	17	72	96	98	4	68	47	41	47	11	58	8	45	69	86	23	65	39	18	10	93	78	20	86	90	29	61	73	93	55	88	27	71	99	34	74	57	38	16	5	75	59	68	28	71	93	21	47	88	78	6	58	79	78	61	28	88	66	11	67	26	14	42	3	1	21	90	4	92	48	58	9	6	44	100	38	55	71	10	94	79	9	9	37	35	
87	53	72	25	97	18	-1	71	65	16	35	13	43	70	70	15	95	17	99	25	55	50	56	78	100	23	52	31	27	59	99	1	28	48	17	75	52	24	70	72	8	20	74	99	38	6	72	84	88	51	92	67	78	25	13	79	67	17	28	34	27	91	43	55	59	20	65	68	33	13	63	47	82	38	18	34	41	58	73	18	82	69	69	48	47	53	83	97	14	73	11	52	59	31	55	1	55	17	89	57	
45	95	24	31	44	95	12	-1	77	85	88	81	43	54	3	22	99	75	82	14	45	28	59	86	9	44	42	9	63	4	94	73	86	7	1	90	81	40	33	24	50	13	53	12	11	39	37	22	49	89	25	26	95	89	24	100	36	81	79	22	84	59	95	84	44	51	93	61	12	52	9	5	57	81	13	81	100	33	71	35	73	93	92	70	38	6	66	12	70	82	36	78	73	94	76	11	91	22	66	13	
33	52	63	29	39	21	93	73	-1	39	64	85	39	53	4	64	7	95	82	66	5	22	35	4	65	22	52	42	63	94	38	16	54	40	6	52	54	44	82	47	80	54	85	43	71	9	13	50	97	41	50	89	48	13	9	3	74	18	66	15	65	62	2	35	95	52	12	46	57	63	51	33	58	93	43	57	51	70	60	92	4	9	68	45	97	3	83	89	98	37	34	64	100	78	23	47	54	82	26	99	
38	25	96	2	39	28	19	24	18	-1	40	30	100	96	55	58	96	92	23	14	82	69	13	11	9	35	31	91	44	81	65	66	77	49	33	98	9	87	54	79	18	2	94	82	13	8	26	3	53	29	49	36	3	87	3	49	19	89	85	73	50	32	62	46	70	25	68	79	8	69	55	93	32	81	17	24	2	50	95	48	39	87	98	32	2	88	90	65	76	3	11	81	54	33	21	42	73	60	45	78	
14	58	12	89	11	56	100	73	77	28	-1	89	32	32	4	22	55	96	12	43	98	82	5	85	4	10	11	17	56	38	96	93	40	11	62	57	21	41	15	76	24	37	23	29	19	87	30	20	47	2	34	61	52	83	75	65	13	3	97	46	86	28	66	44	23	14	93	13	75	64	30	48	53	54	86	90	42	12	74	61	51	34	3	30	60	45	77	4	52	22	60	65	91	93	18	5	66	73	30	65	
95	35	92	33	44	64	35	73	20	59	95	-1	56	95	42	99	26	13	79	30	73	46	49	36	54	92	60	23	25	82	67	27	84	87	25	83	15	94	99	92	37	41	100	75	90	84	4	10	86	31	48	43	45	66	2	33	48	72	41	39	23	66	77	34	35	89	20	1	57	46	27	51	95	17	55	80	23	65	66	56	34	66	62	72	35	24	32	62	76	39	96	40	32	86	45	76	69	28	55	31	
