100
-1	99	75	86	63	91	33	77	8	84	33	97	74	62	96	36	98	98	75	96	56	67	24	37	46	64	41	76	25	73	70	17	73	96	26	36	51	71	49	5	5	63	36	62	54	95	1	97	18	96	17	50	64	15	67	76	27	66	43	50	42	47	71	57	83	67	93	45	53	69	13	89	92	21	72	47	21	28	21	63	68	93	14	6	34	73	3	6	42	47	55	4	42	61	83	11	82	23	27	79	
25	-1	46	14	24	82	15	97	75	25	41	75	34	46	11	15	40	30	2	6	19	5	59	48	22	67	80	65	57	85	1	8	55	11	97	18	66	23	92	60	93	33	87	63	37	25	66	99	44	40	70	35	8	98	47	18	36	47	79	21	44	50	96	81	5	70	27	72	75	35	57	71	86	64	94	93	70	9	99	39	23	99	84	87	95	43	75	25	94	27	71	100	81	99	93	13	46	56	15	29	
6	70	-1	6	40	27	63	29	22	92	73	6	33	99	37	60	76	38	26	34	58	60	11	12	97	46	61	99	4	36	99	46	91	17	51	90	99	72	22	69	49	63	99	74	79	78	28	56	25	91	8	5	96	47	19	97	84	49	32	83	15	93	92	47	37	96	76	85	79	57	57	93	51	75	1	16	69	78	41	97	2	76	84	59	83	13	91	95	42	28	79	1	65	39	39	51	92	61	7	92	
4	2	67	-1	94	51	52	64	31	53	69	91	94	51	11	20	61	92	39	54	17	2	61	8	100	38	56	71	34	54	33	9	3	58	76	73	68	49	51	12	16	77	1	52	53	33	18	50	27	22	50	58	11	68	51	57	84	11	66	34	43	41	64	54	97	90	93	84	18	57	94	1	50	53	44	78	94	16	80	47	36	2	52	33	39	61	37	3	83	23	79	30	35	9	70	81	47	7	23	22	
56	100	70	26	-1	78	79	45	50	78	46	13	19	88	18	71	100	63	72	25	26	14	74	18	80	37	61	36	67	85	45	44	3	3	77	64	20	28	89	68	64	68	49	1	42	9	56	13	98	91	13	50	10	24	61	23	56	22	77	76	93	93	5	90	29	51	36	30	16	23	10	61	4	10	96	56	32	12	95	68	89	68	32	80	38	10	39	82	54	65	17	36	37	54	78	72	14	31	2	18	
52	75	95	87	74	-1	13	100	94	72	72	76	3	83	82	30	83	68	99	60	31	85	19	86	98	55	98	52	85	36	88	78	46	100	90	91	25	61	36	56	27	51	18	66	41	13	28	46	91	58	37	4	90	51	44	99	40	69	86	75	7	49	34	76	96	74	58	78	100	78	4	68	99	57	37	61	16	99	38	69	73	37	32	12	95	70	3	48	73	69	33	60	33	1	24	89	51	84	31	92	
57	53	92	16	54	86	-1	7	22	79	45	26	94	23	69	14	19	62	83	4	5	72	85	12	10	3	58	54	56	22	83	18	2	88	2	6	65	36	66	64	32	98	10	38	65	38	57	100	90	59	13	28	55	83	15	22	94	9	71	29	89	91	55	18	67	65	29	30	18	54	64	66	7	53	40	30	70	82	39	5	15	35	10	63	25	77	92	48	39	91	43	93	17	37	92	20	11	81	21	93	
91	46	50	30	87	44	97	-1	3	74	84	89	94	84	84	36	5	88	30	23	37	69	37	35	29	10	68	18	40	19	38	56	91	49	54	62	30	13	15	2	60	88	34	84	62	45	23	45	20	95	46	14	90	100	20	55	62	19	96	96	45	2	25	92	63	63	48	45	30	48	67	91	46	100	94	72	91	72	13	7	55	6	97	75	3	13	26	3	59	37	29	92	32	68	15	46	58	85	34	74	
18	84	6	87	49	11	55	37	-1	85	71	33	14	92	97	87	87	55	15	24	62	25	38	75	8	20	54	23	54	27	44	14	35	41	46	93	36	28	32	72	98	45	10	6	12	88	53	52	2	91	75	67	1	75	37	6	49	18	87	84	35	35	47	26	10	99	81	9	100	16	19	71	80	91	79	46	32	42	37	61	72	74	23	85	81	31	30	63	90	25	59	84	98	13	82	1	56	21	2	72	
64	88	40	71	43	2	4	8	89	-1	26	90	80	52	93	85	99	40	18	26	48	9	66	59	86	4	42	78	75	97	59	79	28	96	93	8	28	83	47	100	31	56	54	98	42	72	27	48	38	78	74	8	66	20	57	66	74	99	2	9	12	61	52	82	31	88	55	46	94	32	85	48	41	57	11	27	48	90	13	25	17	77	75	72	54	76	1	56	43	51	16	98	44	80	33	38	19	47	69	91	
21	94	1	51	9	68	60	53	24	43	-1	47	27	63	7	4	27	10	97	27	1	7	46	84	42	67	85	57	72	15	39	71	22	93	72	71	81	87	84	35	94	72	31	44	58	26	90	18	92	4	39	90	66	61	58	44	83	13	17	73	35	19	42	6	31	94	11	90	98	79	58	76	84	82	25	81	51	97	68	17	31	35	29	99	10	82	49	74	76	74	80	16	7	18	29	62	54	72	23	50	
27	37	26	68	67	20	71	57	65	52	69	-1	3	21	66	1	89	58	96	93	62	21	78	86	15	97	14	51	94	8	7	88	28	55	62	76	35	29	9	43	61	24	19	11	59	13	95	49	85	89	12	95	33	63	85	15	22	39	22	22	71	16	15	57	64	63	36	52	72	40	77	58	8	76	70	93	35	7	53	14	70	51	86	70	90	21	88	14	12	32	42	32	32	51	41	88	17	25	24	82	
52	7	80	68	35	34	97	38	28	80	100	68	-1	81	16	26	92	6	32	41	41	86	1	54	98	58	27	27	3	40	11	74	13	86	91	42	25	37	5	72	19	37	18	32	87	86	85	89	87	65	38	38	14	99	68	23	88	5	6	87	63	40	21	51	50	27	55	87	88	67	90	15	100	71	24	73	82	68	53	9	100	22	65	29	26	68	80	27	22	32	60	27	32	18	14	65	81	35	47	67	
19	1	52	30	25	13	7	83	2	8	44	76	27	-1	74	80	40	8	28	81	95	8	79	3	57	46	98	78	78	14	9	55	6	12	74	79	38	97	52	89	54	35	73	11	56	56	24	96	53	58	44	76	36	5	88	33	84	72	59	29	33	9	25	52	20	4	75	59	5	1	19	37	74	1	24	33	3	90	85	36	58	10	35	64	44	31	40	89	79	51	6	43	57	81	96	81	29	62	51	73	
49	14	52	31	100	92	44	86	84	87	76	36	70	69	-1	10	73	92	80	98	88	84	96	2	61	56	32	14	35	49	28	11	28	36	26	60	28	18	35	6	39	11	57	54	13	73	11	5	28	41	77	92	93	66	16	31	51	89	48	6	48	33	76	82	28	48	85	65	95	17	64	42	90	19	65	55	22	83	48	11	76	94	25	26	44	97	62	39	39	28	70	9	38	91	55	53	38	15	57	59	
12	82	77	7	66	54	27	50	67	48	92	9	97	6	86	-1	81	62	77	21	92	51	61	25	3	29	9	45	32	16	19	28	9	4	63	47	14	52	79	14	56	64	48	94	38	100	83	38	45	73	74	80	14	2	92	27	3	91	29	34	22	53	19	4	88	74	46	14	66	66	6	16	60	38	95	43	63	84	12	46	45	23	56	100	54	41	73	42	69	74	1	10	79	62	27	11	11	2	45	53	
56	83	27	75	91	96	69	95	4	13	25	30	49	64	87	41	-1	84	74	40	55	2	37	32	96	57	53	3	93	35	81	10	81	35	44	55	88	52	19	78	10	72	80	10	30	35	59	99	3	35	72	77	74	6	85	65	89	25	1	22	16	20	82	20	47	80	79	12	39	88	33	66	84	67	35	62	1	48	52	89	54	92	96	16	91	96	37	46	22	50	71	42	67	5	17	55	69	54	18	7	
28	15	12	10	84	18	29	4	25	51	31	83	97	34	8	41	86	-1	93	17	14	60	18	58	71	81	67	83	95	4	82	85	96	78	92	40	48	47	73	67	61	64	70	61	46	41	62	27	49	22	60	2	77	10	73	18	63	51	89	83	48	79	44	62	52	98	51	12	22	45	7	23	82	3	77	53	71	30	35	1	18	52	98	38	39	11	52	71	55	89	96	65	26	56	43	95	61	84	97	100	
