100
-1	30	18	66	75	23	4	3	75	5	31	72	2	12	59	33	93	70	96	77	44	28	62	82	2	84	66	24	38	90	5	75	12	46	58	46	35	80	83	19	55	4	31	89	86	37	100	3	86	97	88	18	33	63	17	52	27	39	82	67	84	73	59	94	84	61	100	5	71	38	80	99	60	17	63	39	71	52	93	44	74	82	13	42	29	62	39	72	38	92	30	44	44	6	65	19	54	23	2	89	
2	-1	96	20	29	58	60	49	20	27	70	23	68	8	72	44	87	82	81	91	9	53	34	93	59	97	42	60	64	42	97	55	61	33	27	70	23	57	32	71	43	44	14	81	87	77	56	16	40	86	82	13	28	33	46	20	32	9	5	59	40	74	43	72	65	92	14	46	67	68	62	72	69	100	13	71	50	69	61	25	69	30	62	25	27	6	68	49	63	66	94	22	90	4	44	31	25	91	78	72	
8	73	-1	1	25	72	89	70	77	95	80	61	64	58	18	36	28	39	72	95	18	72	9	82	21	60	30	5	39	53	94	83	21	26	18	58	28	45	60	62	60	35	6	60	83	7	41	49	29	60	63	16	59	23	62	84	41	25	82	57	61	5	52	96	73	68	92	97	79	96	16	40	91	10	78	16	33	100	13	28	49	87	86	74	27	33	4	89	74	25	61	89	92	89	71	98	54	12	51	9	
98	49	15	-1	29	54	97	34	78	87	65	96	67	54	78	14	70	78	32	37	56	26	68	38	12	88	93	9	72	38	1	54	74	35	9	63	61	10	66	80	89	83	86	43	74	54	63	59	31	92	33	43	22	83	26	91	27	69	21	43	75	72	47	31	30	40	62	89	75	2	91	25	10	20	55	58	26	73	32	69	6	14	33	95	98	72	3	58	30	12	29	4	74	85	58	12	2	17	46	41	
52	10	74	80	-1	100	90	52	64	43	41	79	60	35	15	42	85	33	2	71	24	68	60	18	10	10	47	74	2	13	68	47	23	79	35	21	63	1	18	6	39	52	72	26	51	49	27	54	56	19	23	98	37	18	13	6	31	94	12	36	37	36	91	99	18	17	80	99	56	17	83	23	81	86	89	31	68	68	79	44	74	87	1	20	85	43	4	26	24	15	8	82	61	74	78	85	40	1	1	76	
48	41	65	29	71	-1	88	25	81	37	6	89	3	89	10	8	38	23	100	56	63	65	37	74	17	17	49	47	73	11	76	27	19	67	93	69	98	81	71	27	96	19	64	80	73	38	99	99	50	13	32	57	47	18	91	62	46	87	41	80	74	80	22	100	26	37	12	30	20	66	26	19	64	50	37	61	9	13	11	70	21	49	80	88	28	67	90	68	67	89	91	20	22	15	98	7	64	90	63	76	
33	4	50	2	69	29	-1	75	38	83	58	69	65	84	64	36	24	65	11	49	1	86	76	95	72	28	35	69	13	61	61	37	32	59	57	79	90	95	65	50	14	15	100	46	37	1	94	51	5	6	43	93	12	1	39	4	99	88	82	38	60	81	19	47	81	65	6	56	10	26	99	31	18	41	25	14	16	34	10	34	28	10	71	53	33	46	72	63	29	46	46	86	71	53	40	96	71	7	87	70	
95	10	9	38	41	13	35	-1	24	85	10	22	16	88	23	55	2	73	84	73	39	18	27	76	64	10	35	32	13	43	49	56	76	63	95	43	18	3	31	19	64	25	57	8	90	41	68	47	52	18	14	40	25	15	41	36	69	90	88	11	82	31	75	89	75	5	30	55	7	16	48	20	100	42	66	17	35	35	53	46	22	35	98	11	37	99	77	14	65	98	36	56	14	70	53	45	74	25	57	63	
35	57	58	68	69	43	95	65	-1	88	51	70	42	73	65	99	58	46	42	43	45	63	35	72	57	74	17	95	41	22	8	89	61	52	29	78	77	18	21	35	8	44	60	55	41	40	98	9	91	17	45	60	58	43	11	82	100	85	58	65	77	39	77	3	43	34	64	5	17	96	7	42	69	24	99	33	4	32	33	56	88	37	71	34	65	62	52	92	13	96	44	43	9	20	40	41	37	46	23	49	
74	66	13	4	78	4	26	38	14	-1	64	47	64	99	82	44	51	62	84	26	20	58	78	15	90	9	1	46	45	13	79	25	40	92	26	99	73	61	15	71	23	37	93	30	93	10	26	49	45	1	12	43	88	66	60	80	16	4	27	58	22	74	14	54	20	65	53	98	38	55	18	50	57	27	14	49	63	42	23	65	2	22	59	97	15	40	29	70	14	75	82	80	11	59	23	55	83	40	26	25	
